Variable,Table,Type,Description
T10_450SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 450m kernel
T10_500MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 500m kernel
T10_500SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 500m kernel
T10_550MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 550m kernel
T10_550SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 550m kernel
T10_600MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 600m kernel
T10_600SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 600m kernel
T10_650MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 650m kernel
T10_650SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 650m kernel
T10_700MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 700m kernel
T10_700SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 700m kernel
T10_750MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 750m kernel
T10_750SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 750m kernel
T10_800MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 800m kernel
T10_800SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 800m kernel
T10_850MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 850m kernel
T10_850SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 850m kernel
T10_900MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 900m kernel
T10_900SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 900m kernel
T10_950MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 950m kernel
T10_950SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 950m kernel
T10_1000MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1000m kernel
T10_1000SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1000m kernel
T20_1000MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1000m kernel
T20_1000SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1000m kernel
T20_1100MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1100m kernel
T20_1100SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1100m kernel
T20_1200MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1200m kernel
T20_1200SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1200m kernel
T20_1300MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1300m kernel
T20_1300SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1300m kernel
T20_1400MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1400m kernel
T20_1400SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1400m kernel
T20_1500MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1500m kernel
T20_1500SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1500m kernel
T20_1600MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1600m kernel
T20_1600SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1600m kernel
T20_1700MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1700m kernel
T20_1700SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1700m kernel
T20_1800MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1800m kernel
T20_1800SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1800m kernel
T20_1900MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 1900m kernel
T20_1900SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 1900m kernel
T20_2000MN,ANALYSIS_MUNICIPAL,float,zonal DRUID difference between cell and 2000m kernel
T20_2000SD,ANALYSIS_MUNICIPAL,float,zonal DRUID standard deviation of 2000m kernel
TASPECT,ANALYSIS_MUNICIPAL,float,mean aspect in DRUID
TFLOWDIR,ANALYSIS_MUNICIPAL,float,mean flow direction in DRUID
TMAX,ANALYSIS_MUNICIPAL,float,maximum elevation in DRUID
TMEAN,ANALYSIS_MUNICIPAL,float,mean elevation in DRUID
TMIN,ANALYSIS_MUNICIPAL,float,minimum elevation in DRUID
TROUGHNESS,ANALYSIS_MUNICIPAL,float,mean roughness in DRUID
TSD,ANALYSIS_MUNICIPAL,float,standard deviation of elevation in DRUID
TSLOPE,ANALYSIS_MUNICIPAL,float,mean slope in DRUID
TTRI,ANALYSIS_MUNICIPAL,float,mean terrain roughness index in DRUID
WCH050,ANALYSIS_MUNICIPAL,integer,the DRUID is within 0-50m of a WATEREDGE (yes:1 no:0)
WCH100,ANALYSIS_MUNICIPAL,integer,the DRUID is within 50-100m of a WATEREDGE (yes:1 no:0)
WCH200,ANALYSIS_MUNICIPAL,integer,the DRUID is within 100m-200m of a WATEREDGE (yes:1 no:0)
WCH500,ANALYSIS_MUNICIPAL,integer,the DRUID is within 200m-500m of a WATEREDGE (yes:1 no:0)
WCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID is >500m from a WATEREDGE (yes:1 no:0)
WLAKCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest LAKE
WLAKCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest LAKE
WLAKCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a LAKE (yes:1 no:0)
WLAKCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a LAKE (yes:1 no:0)
WLAKCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a LAKE (yes:1 no:0)
WLAKCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a LAKE (yes:1 no:0)
WLAKCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a LAKE (yes:1 no:0)
WLAKCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a LAKE (yes:1 no:0)
WLAKCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a LAKE (yes:1 no:0)
WLAKCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a LAKE (yes:1 no:0)
WLAKCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a LAKE (yes:1 no:0)
WLAKCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a LAKE (yes:1 no:0)
WLAKEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest LAKE
WLAKEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest LAKE
WLAKP,ANALYSIS_MUNICIPAL,integer,presence of LAKE in DRUID
WLLKCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest LARGE LAKE
WLLKCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest LARGE LAKE
WLLKCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a LARGE LAKE (yes:1 no:0)
WLLKCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a LARGE LAKE (yes:1 no:0)
WLLKCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a LARGE LAKE (yes:1 no:0)
WLLKCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a LARGE LAKE (yes:1 no:0)
WLLKCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a LARGE LAKE (yes:1 no:0)
WLLKCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a LARGE LAKE (yes:1 no:0)
WLLKCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a LARGE LAKE (yes:1 no:0)
WLLKCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a LARGE LAKE (yes:1 no:0)
WLLKCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a LARGE LAKE (yes:1 no:0)
WLLKCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a LARGE LAKE (yes:1 no:0)
WLLKEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest LARGE LAKE
WLLKEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest LARGE LAKE
WLLKP,ANALYSIS_MUNICIPAL,integer,presence of LARGE LAKE in DRUID
WLRVCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest LARGE RIVER
WLRVCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest LARGE RIVER
WLRVCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a LARGE RIVER (yes:1 no:0)
WLRVCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a LARGE RIVER (yes:1 no:0)
WLRVCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a LARGE RIVER (yes:1 no:0)
WLRVCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a LARGE RIVER (yes:1 no:0)
WLRVCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a LARGE RIVER (yes:1 no:0)
WLRVCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a LARGE RIVER (yes:1 no:0)
WLRVCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a LARGE RIVER (yes:1 no:0)
WLRVCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a LARGE RIVER (yes:1 no:0)
WLRVCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a LARGE RIVER (yes:1 no:0)
WLRVCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a LARGE RIVER (yes:1 no:0)
WLRVEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest LARGE RIVER
WLRVEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest LARGE RIVER
WLRVP,ANALYSIS_MUNICIPAL,integer,presence of LARGE RIVER in DRUID
WOCECDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest OCEAN
WOCECDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest OCEAN
WOCECH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a OCEAN (yes:1 no:0)
WOCECH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a OCEAN (yes:1 no:0)
WOCECH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a OCEAN (yes:1 no:0)
WOCECH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a OCEAN (yes:1 no:0)
WOCECH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a OCEAN (yes:1 no:0)
WOCECV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a OCEAN (yes:1 no:0)
WOCECV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a OCEAN (yes:1 no:0)
WOCECV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a OCEAN (yes:1 no:0)
WOCECV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a OCEAN (yes:1 no:0)
WOCECVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a OCEAN (yes:1 no:0)
WOCEEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest OCEAN
WOCEEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest OCEAN
WOCEP,ANALYSIS_MUNICIPAL,integer,presence of OCEAN in DRUID
WOTHCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest OTHER WATEREDGE
WOTHCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest OTHER WATEREDGE
WOTHCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a OTHER WATEREDGE (yes:1 no:0)
WOTHCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a OTHER WATEREDGE (yes:1 no:0)
WOTHCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a OTHER WATEREDGE (yes:1 no:0)
WOTHCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a OTHER WATEREDGE (yes:1 no:0)
WOTHCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a OTHER WATEREDGE (yes:1 no:0)
WOTHCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a OTHER WATEREDGE (yes:1 no:0)
WOTHCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a OTHER WATEREDGE (yes:1 no:0)
WOTHCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a OTHER WATEREDGE (yes:1 no:0)
WOTHCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a OTHER WATEREDGE (yes:1 no:0)
WOTHCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a OTHER WATEREDGE (yes:1 no:0)
WOTHEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest OTHER WATEREDGE
WOTHEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest OTHER WATEREDGE
WOTHP,ANALYSIS_MUNICIPAL,integer,presence of OTHER WATEREDGE in DRUID
WRESCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest RESERVOIR
WRESCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest RESERVOIR
WRESCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a RESERVOIR (yes:1 no:0)
WRESCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a RESERVOIR (yes:1 no:0)
WRESCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a RESERVOIR (yes:1 no:0)
WRESCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a RESERVOIR (yes:1 no:0)
WRESCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a RESERVOIR (yes:1 no:0)
WRESCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a RESERVOIR (yes:1 no:0)
WRESCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a RESERVOIR (yes:1 no:0)
WRESCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a RESERVOIR (yes:1 no:0)
WRESCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a RESERVOIR (yes:1 no:0)
WRESCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a RESERVOIR (yes:1 no:0)
WRESEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest RESERVOIR
WRESEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest RESERVOIR
WRESP,ANALYSIS_MUNICIPAL,integer,presence of RESERVOIR in DRUID
WRIVCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest RIVER
WRIVCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest RIVER
WRIVCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a RIVER (yes:1 no:0)
WRIVCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a RIVER (yes:1 no:0)
WRIVCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a RIVER (yes:1 no:0)
WRIVCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a RIVER (yes:1 no:0)
WRIVCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a RIVER (yes:1 no:0)
WRIVCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a RIVER (yes:1 no:0)
WRIVCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a RIVER (yes:1 no:0)
WRIVCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a RIVER (yes:1 no:0)
WRIVCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a RIVER (yes:1 no:0)
WRIVCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a RIVER (yes:1 no:0)
WRIVEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest RIVER
WRIVEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest RIVER
WRIVP,ANALYSIS_MUNICIPAL,integer,presence of RIVER in DRUID
WSTRCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest STORM POND
WSTRCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest STORM POND
WSTRCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a STORM POND (yes:1 no:0)
WSTRCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a STORM POND (yes:1 no:0)
WSTRCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a STORM POND (yes:1 no:0)
WSTRCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a STORM POND (yes:1 no:0)
WSTRCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a STORM POND (yes:1 no:0)
WSTRCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a STORM POND (yes:1 no:0)
WSTRCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a STORM POND (yes:1 no:0)
WSTRCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a STORM POND (yes:1 no:0)
WSTRCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a STORM POND (yes:1 no:0)
WSTRCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a STORM POND (yes:1 no:0)
WSTREDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest STORM POND
WSTREDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest STORM POND
WSTRP,ANALYSIS_MUNICIPAL,integer,presence of STORM POND in DRUID
WWETCDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID centroid to nearest WETLAND
WWETCDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID centroid to nearest WETLAND
WWETCH050,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 50m horizontal of a WETLAND (yes:1 no:0)
WWETCH100,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 100m horizontal of a WETLAND (yes:1 no:0)
WWETCH200,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 200m horizontal of a WETLAND (yes:1 no:0)
WWETCH500,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 500m horizontal of a WETLAND (yes:1 no:0)
WWETCH500P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is beyond 500m horizontal of a WETLAND (yes:1 no:0)
WWETCV05,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 5m vertical of a WETLAND (yes:1 no:0)
WWETCV10,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 10m vertical of a WETLAND (yes:1 no:0)
WWETCV20,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is within 20m vertical of a WETLAND (yes:1 no:0)
WWETCV20P,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is above 20m vertical of a WETLAND (yes:1 no:0)
WWETCVNEG,ANALYSIS_MUNICIPAL,integer,the DRUID centroid is below a WETLAND (yes:1 no:0)
WWETEDH,ANALYSIS_MUNICIPAL,float,horizontal distance of DRUID edge to nearest WETLAND
WWETEDV,ANALYSIS_MUNICIPAL,float,vertical distance of DRUID edge to nearest WETLAND
WWETP,ANALYSIS_MUNICIPAL,integer,presence of WETLAND in DRUID
SSH7_25,ANALYSIS_MUNICIPAL,,
SPDIASTRC,ANALYSIS_MUNICIPAL,,
ATTR,PARAM,string,
PARAMNAME,PARAM,string,
EQUATION,PARAM,string,
PARAMVALUE,PARAM,float,
PARAMVARNAME,PARAM,string,
DESCRIPTION,PARAM,string,
